Regulator	Target	MI	pvalue
405	11161	0.2941820894847149	1.0
257	8540	0.23321962188124434	1.0
657	51205	0.25577599732174416	1.0
1052	9702	0.2681623323654125	1.0
429	387640	0.2999513447976989	1.0
867	435	0.3923440903667924	1.0
867	55739	0.29543426755822866	1.0
1386	1201	0.34901604263732366	1.0
867	55738	0.48310521418831254	1.0
1820	79630	0.2722342502280357	1.0
165	91653	0.4000694069678885	1.0
468	128710	0.38658080259919514	1.0
4299	80212	0.2941095017156439	1.0
466	283971	0.2705977368221273	1.0
1386	90060	0.23303562154873614	1.0
867	79714	0.3044638980432004	1.0
466	497190	0.26931871186688117	1.0
1050	79074	0.29766587096284525	1.0
405	11176	0.3760392137237112	1.0
1050	79078	0.35563103526154044	1.0
367	388963	0.2844959471350211	1.0
367	388962	0.3191216594432257	1.0
867	8621	0.564337837059993	1.0
165	54619	0.26074083455659736	1.0
1050	79081	0.4081112824036994	1.0
405	23152	0.23867878337272685	1.0
867	55727	0.4906372430982907	1.0
867	55726	0.2772208051270564	1.0
867	79719	0.25779796884971606	1.0
1052	9716	0.23682615662379192	1.0
867	440	0.3264799317650038	1.0
867	8623	0.3718553847157853	1.0
867	55729	0.5921980856709803	1.0
867	387804	0.24275957812665894	1.0
867	55755	0.24810697181878094	1.0
1045	91782	0.24488724569835263	1.0
430	93589	0.2629226211865978	1.0
1050	79086	0.2949366403728866	1.0
467	811	0.23979975745275972	1.0
1050	79087	0.32985727068110693	1.0
468	55207	0.23778778771651687	1.0
602	573	0.29298355513270646	1.0
405	11140	0.5164859741851983	1.0
602	572	0.28944048826607816	1.0
657	268	0.3358217462207544	1.0
196	140828	0.2832274890918143	1.0
367	122416	0.38647275664304015	1.0
1051	56894	0.24111877078609378	1.0
1051	56895	0.3521808486468627	1.0
405	23122	0.46473212583291057	1.0
1051	56898	0.227389325671981	1.0
405	23120	0.22612548885744577	1.0
1388	8907	0.260454247693942	1.0
4299	80233	0.22684930242592216	1.0
571	5825	0.28398897392604283	1.0
4299	401251	0.31210771577730956	1.0
571	5826	0.27651973507517624	1.0
468	55210	0.43389811327449496	1.0
466	283951	0.2613697302950664	1.0
867	55744	0.2597083835575891	1.0
468	55212	0.2504407019674111	1.0
657	280	0.2371643750799013	1.0
4299	55297	0.2646443104458225	1.0
602	580	0.2348609537546551	1.0
1050	79095	0.34769855981472375	1.0
1050	79096	0.29859934083992384	1.0
467	825	0.27534806563084757	1.0
867	466	0.3418339037610181	1.0
867	9973	0.6646493275354961	1.0
196	81037	0.5182265931269743	1.0
405	25798	0.4125387923528757	1.0
867	468	0.3636597419339178	1.0
165	64072	0.451640839355405	1.0
657	151903	0.35415702847654434	1.0
1386	150291	0.382785379641528	1.0
867	55749	0.31497885407674087	1.0
196	113246	0.2850021634085982	1.0
4299	402573	0.23776811318642999	1.0
657	276	0.30283604673698905	1.0
867	8647	0.24024439472393055	1.0
405	23192	0.4492744331352089	1.0
1051	127124	0.3167869557538312	1.0
863	348738	0.3458478167270007	1.0
367	146439	0.31520876524439	1.0
405	221079	0.43505082252675675	1.0
466	136647	0.22940364071689112	1.0
467	838	0.3092320821232244	1.0
602	146705	0.2645083500301011	1.0
430	81570	0.22684660400146583	1.0
196	56033	0.23104044117388955	1.0
196	84971	0.3868211538541084	1.0
1053	10666	0.26819405518739714	1.0
1052	9744	0.30959691237930986	1.0
865	129880	0.3208243851951167	1.0
430	81573	0.30145611661143246	1.0
196	83643	0.24508193479126472	1.0
646	57538	0.23311455501149325	1.0
1051	440193	0.3197985650466748	1.0
657	284	0.279177053623419	1.0
865	8705	0.22971656311935718	1.0
405	84100	0.25698078391482415	1.0
1386	283373	0.2646667298552128	1.0
604	374872	0.25014248371169856	1.0
1054	80069	0.2919258472232231	1.0
1388	57002	0.2556984721580271	1.0
571	3267	0.4309355352023532	1.0
468	140460	0.33802626042784834	1.0
602	146712	0.3420551871934405	1.0
430	255239	0.2633465838574587	1.0
657	51239	0.33695366162065543	1.0
196	150291	0.33145550154347303	1.0
1052	8424	0.2808759535357037	1.0
657	51236	0.3000498237249547	1.0
474	363	0.22770488621887353	1.0
867	90135	0.4401625252108127	1.0
196	84964	0.36605365484765323	1.0
867	405	0.4885690929402505	1.0
4435	54908	0.2568250446152103	1.0
867	402	0.4239841999038445	1.0
367	57530	0.32850030639128625	1.0
867	403	0.2609113745555378	1.0
602	29126	0.25271324459174327	1.0
602	55435	0.2529064344565368	1.0
196	83638	0.351056348198562	1.0
1050	5926	0.309535299217209	1.0
604	374864	0.22766775044463294	1.0
430	92211	0.4135620358708529	1.0
1054	79096	0.2307091043981071	1.0
1386	115948	0.3445423385260913	1.0
257	9854	0.2683189502716159	1.0
467	858	0.3112396036049514	1.0
867	91452	0.2868073096113255	1.0
657	90835	0.3028986250068268	1.0
405	285958	0.3517624157037651	1.0
867	90120	0.37966360048377457	1.0
867	411	0.2689855541833537	1.0
867	410	0.35139667895244053	1.0
430	80221	0.36038241994880965	1.0
257	9859	0.35554746261619563	1.0
867	416	0.22969709837944396	1.0
196	84996	0.24343387122120363	1.0
257	9857	0.3012714761142554	1.0
468	138162	0.2541944323843275	1.0
367	171425	0.3166851904014827	1.0
165	146556	0.2787970025170501	1.0
657	89849	0.3460295973467291	1.0
196	56052	0.3523157200963638	1.0
4299	148741	0.27205468288292955	1.0
405	84126	0.39096611172617024	1.0
867	80790	0.3322520794828394	1.0
867	170689	0.419506222560981	1.0
466	378708	0.240525086849245	1.0
1054	79086	0.23383559355892825	1.0
468	80279	0.368642751981904	1.0
466	125981	0.2490563418163596	1.0
257	8536	0.23375413014858015	1.0
1054	79087	0.2504360131246042	1.0
165	7461	0.2835760887132075	1.0
405	11194	0.42840874295696346	1.0
1388	60673	0.2940414592339069	1.0
1045	325	0.2295918503274086	1.0
1386	284697	0.6855455487490874	1.0
367	57514	0.26801302060123855	1.0
867	421	0.2984191606454691	1.0
196	84987	0.31468786649165814	1.0
867	427	0.2383350786829075	1.0
196	84984	0.24821414809615128	1.0
657	51250	0.3380357812516858	1.0
867	9936	0.25885943070020456	1.0
405	23177	0.32655804852407455	1.0
196	56063	0.2687523726506762	1.0
466	125988	0.3491830705983377	1.0
4299	401288	0.24399784279751735	1.0
468	55262	0.2820097038131044	1.0
571	400223	0.2605823605137528	1.0
657	375791	0.32817019272747383	1.0
657	348174	0.2830204660154576	1.0
430	80209	0.2995497305505639	1.0
865	8747	0.34594457223810426	1.0
1050	57714	0.24752148437548982	1.0
1820	286103	0.22980157680028945	1.0
867	79789	0.2723267573828645	1.0
1051	55509	0.29463396328115793	1.0
474	309	0.22831242947952646	1.0
867	80776	0.4244439385718328	1.0
602	514	0.31808780052444785	1.0
367	57571	0.27904911625699924	1.0
4435	53616	0.228256334140303	1.0
1052	9793	0.2782064540292953	1.0
4299	134121	0.25770147518321007	1.0
467	875	0.26438560345519946	1.0
867	79780	0.2280241279603059	1.0
1388	84657	0.2284641317297984	1.0
367	83858	0.28289544578524084	1.0
474	301	0.25831065573440526	1.0
257	55130	0.25148059262040956	1.0
367	57569	0.28463470671196056	1.0
1052	7122	0.3012303441314659	1.0
657	51287	0.38158991527579306	1.0
257	55125	0.2576112175173897	1.0
1052	8455	0.30363756859798396	1.0
196	83605	0.4057354050002635	1.0
867	170692	0.34628264587556945	1.0
196	84934	0.5078108183434162	1.0
165	121273	0.22700008628428048	1.0
657	51281	0.25232824023887135	1.0
602	518	0.23508204643429398	1.0
196	83608	0.2860592009043552	1.0
196	83606	0.24695596582956547	1.0
1050	57719	0.24553951767694038	1.0
865	8754	0.2608322123962319	1.0
602	523	0.3272714387142539	1.0
571	401541	0.26895205787076826	1.0
867	79798	0.48874620097176746	1.0
468	126133	0.23840942294591194	1.0
602	527	0.37068707622288777	1.0
571	401546	0.30677613735043074	1.0
468	205	0.28093967243563966	1.0
468	204	0.30258330486676455	1.0
4299	160428	0.2501279259427345	1.0
571	27440	0.2624606634979676	1.0
468	203	0.26084469385673836	1.0
405	284697	0.4853173660584519	1.0
1388	6346	0.2268697632399519	1.0
571	27443	0.39324348596591074	1.0
1386	115939	0.6583110668463428	1.0
867	79794	0.26641413697664973	1.0
571	27439	0.29425711226243134	1.0
867	65124	0.2421654542218481	1.0
1051	440145	0.2684660844296509	1.0
1388	6352	0.24244449122615563	1.0
196	56005	0.46898698720241916	1.0
468	200539	0.2390523493187704	1.0
657	51275	0.36014576768406686	1.0
466	9425	0.3429861007979433	1.0
1051	414	0.26426337378348624	1.0
468	80216	0.24754019348879286	1.0
4299	388284	0.34212694642222763	1.0
1050	133957	0.282162580244151	1.0
430	80216	0.273009185842378	1.0
467	894	0.3014937796485664	1.0
571	401535	0.2607776649248601	1.0
468	81576	0.4178254948236899	1.0
867	80755	0.4722683585093522	1.0
4435	26057	0.3000055865876039	1.0
1388	57053	0.31400015229758527	1.0
657	90871	0.4031073782637704	1.0
468	212	0.25614537470015186	1.0
196	56006	0.431476251132943	1.0
474	56005	0.2635183153966576	1.0
1051	406	0.2567817070659508	1.0
468	210	0.26709877652741704	1.0
571	26148	0.39700084575966454	1.0
4299	134147	0.26040230309254087	1.0
466	9411	0.37195800687351777	1.0
602	79415	0.23391618291067884	1.0
602	55449	0.2818511391579479	1.0
367	57545	0.309869415007598	1.0
602	146722	0.25188297260632186	1.0
1051	400	0.3251572792023225	1.0
1051	402	0.286918173049969	1.0
1386	283316	0.25447013727093326	1.0
165	92922	0.23868421885593172	1.0
196	150248	0.29640644005710826	1.0
165	79940	0.2516243699666276	1.0
165	220979	0.293845314628709	1.0
468	93550	0.24582069117012306	1.0
468	140459	0.3202822309568136	1.0
4299	55210	0.28488923361768637	1.0
867	79777	0.3234460036781018	1.0
4299	55212	0.306302811572432	1.0
468	80233	0.2972724066112228	1.0
468	55299	0.23886534673041826	1.0
604	57604	0.24436332247177361	1.0
468	226	0.2778117442930448	1.0
468	225	0.40873538469229853	1.0
468	224	0.3063581373520634	1.0
367	57561	0.2576620031337664	1.0
657	283643	0.30843675825031197	1.0
474	341	0.30001061338082824	1.0
604	360205	0.3477358841708753	1.0
1052	9774	0.4735582096229596	1.0
257	9826	0.3209231851413046	1.0
602	509	0.2542416109968144	1.0
657	51293	0.37384205852958985	1.0
1388	256329	0.23128767771228542	1.0
602	506	0.3531987431367032	1.0
196	84945	0.2693002664927322	1.0
1053	115703	0.22947436124125087	1.0
196	23621	0.22752243066519817	1.0
602	91368	0.2552747112395899	1.0
466	388381	0.23293708984822636	1.0
367	3267	0.38881381078758465	1.0
468	117	0.4038691878379064	1.0
257	147339	0.23339356762207863	1.0
604	57513	0.2810334561139456	1.0
604	57514	0.3011730842163427	1.0
468	115	0.45984705941040893	1.0
1051	107	0.29020974246684883	1.0
468	113	0.28291265440839375	1.0
196	10307	0.313926741196461	1.0
466	27125	0.30092289491373725	1.0
257	405	0.22692514560247457	1.0
1053	257106	0.26785581556029747	1.0
468	111	0.3057339560467822	1.0
865	9994	0.24018235783401298	1.0
1050	781	0.31312342732208565	1.0
604	47	0.2932596619852479	1.0
745	26286	0.22829835403613696	1.0
571	51239	0.38667386494311734	1.0
466	9478	0.24194692051794675	1.0
1051	100	0.25455615796987274	1.0
367	144097	0.24520014553506866	1.0
1051	102	0.25826409831762803	1.0
1051	103	0.23138597476225353	1.0
196	728568	0.38869366537676464	1.0
466	146059	0.3191475755087083	1.0
4299	22926	0.41766539997983665	1.0
571	51233	0.27581877246526165	1.0
867	170371	0.32016689817582744	1.0
1052	55750	0.2267601089693958	1.0
646	114	0.23895870735912528	1.0
1050	10776	0.35466890407363305	1.0
1050	774	0.22843014156333208	1.0
1052	55749	0.38169254773847516	1.0
257	410	0.23302732092186673	1.0
571	51250	0.31200220236511456	1.0
257	411	0.2793124608282671	1.0
1050	776	0.2622789727765724	1.0
1388	112869	0.2792588354029271	1.0
604	35	0.28585168631188385	1.0
405	221120	0.40054677312040743	1.0
604	32	0.2775509338963185	1.0
196	10317	0.3134557640722602	1.0
466	375057	0.3290990089712418	1.0
604	38	0.25989472267009717	1.0
468	120	0.30536712849640146	1.0
367	10845	0.5855267833678823	1.0
646	286223	0.2765138518516199	1.0
430	10882	0.2498893216700937	1.0
646	120	0.35886735022192795	1.0
367	10849	0.25066800177517923	1.0
865	51550	0.2537440465708354	1.0
466	9469	0.24376911857044536	1.0
865	26574	0.24715811279911026	1.0
468	151195	0.2569892762087675	1.0
571	89872	0.30813719642906	1.0
571	51244	0.32223037350105255	1.0
196	23624	0.2985075291305934	1.0
657	126792	0.32404948788198346	1.0
468	285600	0.28051176978605535	1.0
602	65057	0.257644737097527	1.0
865	9973	0.25854787056522177	1.0
257	421	0.24173845324779109	1.0
468	1193	0.23289234139460557	1.0
468	1192	0.3927914626147082	1.0
430	57524	0.27084236998111244	1.0
468	135	0.313355987930799	1.0
468	1198	0.3605477724548527	1.0
604	25	0.2689248810264915	1.0
1386	148223	0.4707743130345488	1.0
602	387763	0.3241116295847912	1.0
466	8125	0.22685175574420668	1.0
1051	552889	0.31151921406396266	1.0
657	148137	0.2929712072884989	1.0
4299	22900	0.3212922028109994	1.0
657	149469	0.25320763865888285	1.0
430	57530	0.23445581158555395	1.0
466	9459	0.3147140332647537	1.0
466	27154	0.30026159148797554	1.0
468	93190	0.24465451740319288	1.0
4299	22903	0.29937014496474745	1.0
1386	199857	0.34200468113714094	1.0
1052	54443	0.23422924221430907	1.0
430	22850	0.4046714547187342	1.0
405	8086	0.49086086690938247	1.0
1050	755	0.27518433683915133	1.0
1052	79714	0.24508070773267665	1.0
1050	753	0.26731376615406904	1.0
468	1182	0.3038336458766583	1.0
604	57524	0.2452221834417978	1.0
602	348174	0.25902504342237886	1.0
257	435	0.24568949180656663	1.0
468	148	0.3049050152000663	1.0
468	1186	0.3628498789834976	1.0
571	255239	0.3374774530284528	1.0
257	439	0.28878550974733574	1.0
604	14	0.3249860133609186	1.0
196	257169	0.26453784499681277	1.0
367	400793	0.2567658476620287	1.0
468	163183	0.35109569784053596	1.0
4299	256329	0.34917221631367	1.0
657	149478	0.2921290805191248	1.0
571	90871	0.24449276493347552	1.0
467	7917	0.2668944977486234	1.0
602	90060	0.23782991902901252	1.0
657	149473	0.2795994126919832	1.0
196	23600	0.2764018703189173	1.0
4299	10973	0.3686231948022515	1.0
257	125988	0.38146977801629145	1.0
604	10865	0.40256065168400346	1.0
571	90806	0.314127927236205	1.0
657	113451	0.30827532911644706	1.0
571	51281	0.2944442152439324	1.0
865	93	0.24109837460186778	1.0
468	1173	0.30543315945178406	1.0
468	158	0.2586255945889233	1.0
468	157	0.2546450009740795	1.0
468	156	0.29096053461507054	1.0
468	1175	0.3015742835416604	1.0
646	55319	0.35681355237524315	1.0
468	1174	0.28763130594057396	1.0
196	10347	0.2596839597895695	1.0
1386	441951	0.4179921240258671	1.0
1053	84536	0.2364746534912321	1.0
468	161	0.23941294320366957	1.0
1053	10225	0.23819742125133203	1.0
646	153	0.2712791591663546	1.0
196	10351	0.3161530445293706	1.0
646	9531	0.22660249160757928	1.0
196	10350	0.2665147847860358	1.0
571	51275	0.31580523643421426	1.0
1052	54467	0.3033697293619886	1.0
1051	259173	0.35161946678693407	1.0
646	8209	0.2781432659839531	1.0
646	158	0.3417364929115725	1.0
367	22856	0.295116498470132	1.0
466	642475	0.5061551163836482	1.0
405	87769	0.23831333410146893	1.0
1053	23527	0.33380098084273957	1.0
865	6059	0.32016213039359975	1.0
196	257106	0.28760281644117924	1.0
571	51293	0.5644586716634326	1.0
604	83858	0.2485417530326286	1.0
468	2491	0.2670117036728197	1.0
657	113444	0.2591921316104919	1.0
867	408263	0.254440935546997	1.0
468	1164	0.3175284327713186	1.0
865	86	0.2782068507240716	1.0
468	166	0.36397774579088227	1.0
468	1163	0.3251174859023636	1.0
865	87	0.2384120502139373	1.0
367	22852	0.44277763197344344	1.0
657	150472	0.28417393253226386	1.0
468	164	0.3411094864955346	1.0
367	22850	0.602262882044944	1.0
196	10357	0.23071930733989365	1.0
1386	56851	0.3809672091267995	1.0
468	172	0.27290507663634234	1.0
1051	133	0.4312678656488744	1.0
4299	256309	0.22655976621929597	1.0
466	147339	0.4321289169567363	1.0
1051	136	0.23462188491042024	1.0
468	138199	0.33649098362470076	1.0
1053	10218	0.24432470493421032	1.0
571	51286	0.2681917929634752	1.0
1054	1386	0.2321490455103845	1.0
571	51287	0.3092996096290115	1.0
4299	256302	0.2717112406023974	1.0
1052	54454	0.23394826775477107	1.0
1053	6868	0.28001139785685236	1.0
1046	90427	0.275970761160099	1.0
468	151188	0.2880841349098775	1.0
4299	2972	0.36521310015899794	1.0
468	1153	0.3368920125056585	1.0
468	178	0.4657585516625393	1.0
196	10327	0.49337450830248475	1.0
468	177	0.242787847822715	1.0
468	1152	0.2631856330049209	1.0
468	175	0.3348226253956348	1.0
571	89839	0.39610768104641725	1.0
196	10331	0.3479412312846142	1.0
1051	125	0.24946871548503058	1.0
367	170371	0.354291762422291	1.0
466	27113	0.23601709159937823	1.0
1051	127	0.2530379706879877	1.0
466	9495	0.3257754384345069	1.0
646	136	0.2885195970317307	1.0
4299	10983	0.31677949484043993	1.0
571	51272	0.3781982285794774	1.0
604	57569	0.2733361992047705	1.0
466	29777	0.30944195365082106	1.0
571	89849	0.25579518638626997	1.0
165	5243	0.3280950661980562	1.0
468	1145	0.2641504710952711	1.0
657	126731	0.31681859510297494	1.0
165	5244	0.30783604616317684	1.0
468	1147	0.2451622192349392	1.0
1386	55501	0.3016599247335523	1.0
466	654434	0.2459479022529809	1.0
1051	116	0.2409841001577231	1.0
196	23647	0.49420479858008315	1.0
571	90835	0.3142214288999877	1.0
657	221322	0.27168139724225693	1.0
467	7984	0.2504752405650077	1.0
602	393	0.239771399933411	1.0
1051	81794	0.33109167981788	1.0
4299	339231	0.2942957488325306	1.0
657	607	0.24248674860907915	1.0
4299	339230	0.42051172383386104	1.0
602	398	0.2662102510505804	1.0
468	196	0.3448908802757158	1.0
430	160777	0.30860801533333504	1.0
4299	339229	0.4024985748456591	1.0
1050	254863	0.3409044484025475	1.0
657	604	0.2898403997854402	1.0
1054	57604	0.2817872612014698	1.0
1386	1365	0.38929025715908133	1.0
604	10826	0.23356692517503674	1.0
657	138716	0.39687469344377213	1.0
257	491	0.2424573765876481	1.0
1052	91452	0.3070462170720649	1.0
867	29777	0.2726421679600037	1.0
430	9334	0.2428421790528592	1.0
1052	255057	0.22962663975731346	1.0
657	617	0.3235208178220942	1.0
468	10845	0.25023480176797674	1.0
468	1120	0.31813655125060897	1.0
165	80790	0.26347622497749246	1.0
604	57584	0.2682173768121272	1.0
468	1122	0.26112225448019544	1.0
468	1121	0.3884437339410024	1.0
1386	55561	0.2828386312498363	1.0
1050	57463	0.2752586081649575	1.0
1386	56892	0.2479980127408501	1.0
429	27106	0.2764502533081936	1.0
468	10849	0.22610577447462177	1.0
1386	56899	0.37017933947162973	1.0
468	1129	0.2842448485165274	1.0
604	122046	0.26848899453006503	1.0
1050	203260	0.2676940184244083	1.0
474	387885	0.28174261068174644	1.0
466	64170	0.25135139418962105	1.0
1052	113802	0.23509779477658377	1.0
1052	91442	0.24594339780892582	1.0
604	131474	0.2690854592529819	1.0
466	90423	0.290218439426253	1.0
867	27125	0.5588211433626246	1.0
657	9179	0.36102089583140584	1.0
405	8019	0.3005996517970835	1.0
604	253868	0.23327563767086712	1.0
468	1111	0.3302312204038733	1.0
602	374	0.22676997994360804	1.0
1051	166	0.27908893963454195	1.0
468	1119	0.29191779221174574	1.0
467	51063	0.2290966475853944	1.0
466	255239	0.27668979742277977	1.0
1386	221481	0.3222044045709069	1.0
1052	79783	0.3381384437135404	1.0
4435	51093	0.25152561284982955	1.0
468	22809	0.30741841610112086	1.0
657	220004	0.3177130075292274	1.0
405	9332	0.2709124664878013	1.0
405	9334	0.4194941761651316	1.0
4299	1675	0.2536827494913094	1.0
1050	57448	0.26127845524179055	1.0
867	29798	0.27264894494413383	1.0
604	95	0.26868234770387583	1.0
657	638	0.3141496882138181	1.0
604	98	0.2630941001825424	1.0
602	381	0.3970374156335179	1.0
4299	339263	0.28138274908740435	1.0
1051	154	0.24053343776259428	1.0
657	26511	0.2811193732057662	1.0
468	1106	0.2617246074775876	1.0
1051	156	0.25307050298993605	1.0
657	632	0.3112464703550788	1.0
1051	157	0.26713331446996946	1.0
430	339390	0.24880639200296528	1.0
468	10826	0.27012818773204117	1.0
867	132001	0.2417746928458202	1.0
657	637	0.2644647052652808	1.0
863	645851	0.26568259237959424	1.0
466	8192	0.3720768669530566	1.0
468	284361	0.32039131314593594	1.0
867	53405	0.29007673519630295	1.0
466	400506	0.26917361437226983	1.0
1051	151	0.24715439908629433	1.0
1386	221491	0.47273622359042394	1.0
466	91748	0.3449801581220524	1.0
1051	153	0.233908602561125	1.0
571	148741	0.2982336687866711	1.0
1045	201161	0.28878849224743686	1.0
257	444	0.2313606761378022	1.0
466	64115	0.29141727692263464	1.0
1050	2182	0.30034349411751293	1.0
1050	2186	0.3512456625255048	1.0
1054	2647	0.27735725553810386	1.0
196	342371	0.29370639171531443	1.0
196	115939	0.45827426016851514	1.0
657	644	0.2427920135158006	1.0
468	22850	0.25822366153559706	1.0
467	54998	0.24150045537917553	1.0
468	729440	0.3465884328221923	1.0
466	54785	0.37491831861866204	1.0
657	648	0.4985521655068011	1.0
466	54784	0.29089985646369215	1.0
867	6059	0.2939633802577202	1.0
468	22852	0.2719576265502246	1.0
468	285636	0.2606686574755705	1.0
867	388969	0.23403087088876973	1.0
467	374907	0.2872039114370324	1.0
745	89832	0.34758957690668346	1.0
1386	81873	0.4355225806094921	1.0
4299	93233	0.24403447884429408	1.0
430	158401	0.26849086774293074	1.0
430	10840	0.27832113649381096	1.0
657	656	0.2795268748449935	1.0
657	338872	0.23596550779409675	1.0
657	659	0.2810059255895405	1.0
467	51019	0.2343888460939514	1.0
646	92291	0.2828812224481134	1.0
1386	163859	0.530720182344087	1.0
1052	339201	0.23052971235608766	1.0
405	144811	0.349463484338179	1.0
430	10849	0.2937003712937729	1.0
867	388963	0.31367798829466786	1.0
867	388962	0.34319565815598074	1.0
604	60	0.24489295171722514	1.0
1820	116173	0.24806447170502022	1.0
1053	10282	0.2846907629079327	1.0
1050	57492	0.29656495589366083	1.0
1386	55573	0.35584103845858195	1.0
657	51501	0.24813177855454693	1.0
571	134121	0.23364074730131446	1.0
1050	168448	0.29931768304665907	1.0
1386	1388	0.3367624699759384	1.0
657	662	0.2832858241752974	1.0
257	471	0.23103768261759328	1.0
1388	10693	0.2999750946538242	1.0
468	284325	0.33370508911464203	1.0
604	52	0.2836821412826658	1.0
1052	339230	0.3521214080971209	1.0
867	348094	0.34372359282595255	1.0
4299	283951	0.2897128691251101	1.0
4299	10904	0.37299618499792225	1.0
468	10863	0.30958417712147934	1.0
657	675	0.29940540765778795	1.0
196	115948	0.2673812581950541	1.0
1051	199	0.34255954802994903	1.0
1386	55589	0.6135581719956665	1.0
430	22802	0.23183766359224123	1.0
430	10826	0.29072578784927394	1.0
367	338692	0.3828603416954316	1.0
429	169436	0.3160618903207739	1.0
1051	196	0.28313797229547344	1.0
657	673	0.23082073807741565	1.0
571	388381	0.2725431535740359	1.0
1386	199800	0.33602442608881855	1.0
468	128866	0.3978234938122503	1.0
602	435	0.2468359277804133	1.0
602	432	0.23752451914649964	1.0
468	128864	0.2342361125338801	1.0
602	433	0.26047568173376234	1.0
1051	9069	0.3331012751553386	1.0
4299	57584	0.3240783716831409	1.0
657	51529	0.3251095594578558	1.0
367	57492	0.6877668018885842	1.0
4435	1051	0.24699784701577965	1.0
367	146712	0.33821539046377574	1.0
657	51526	0.23206788767538988	1.0
604	202333	0.3424818413324786	1.0
405	51703	0.22675691368071416	1.0
196	84696	0.26265095198762634	1.0
1386	79598	0.7796544461657098	1.0
867	599	0.30925116231700267	1.0
867	596	0.2565254077643506	1.0
867	90423	0.2474794676616563	1.0
1820	79959	0.27437547425702125	1.0
1054	57569	0.3165115240708065	1.0
571	147339	0.32328437819556033	1.0
196	84698	0.2514365420221867	1.0
1051	55421	0.3969489720681283	1.0
4299	161424	0.4417589939172508	1.0
196	57085	0.3925314385163452	1.0
196	94032	0.3820844980245231	1.0
1051	201895	0.3148366136478442	1.0
867	593	0.2986671541561157	1.0
257	81571	0.2612258499044233	1.0
867	54796	0.28789939025331535	1.0
468	57530	0.2269926294075919	1.0
1051	54102	0.24816499578823592	1.0
165	80833	0.2911496970798826	1.0
367	146705	0.30469760053535366	1.0
657	26580	0.23944056806100011	1.0
571	387119	0.28884295480507305	1.0
1054	57571	0.24315782698866162	1.0
257	8476	0.25706524158803123	1.0
196	126695	0.3572367673659542	1.0
657	578	0.2654615092188184	1.0
196	57099	0.24875543183265236	1.0
657	577	0.3515564407888516	1.0
1045	9212	0.2384451428470662	1.0
657	26574	0.3008766052034787	1.0
4435	1036	0.2761193005607021	1.0
196	391356	0.6491739743020439	1.0
867	90416	0.24670392746021394	1.0
1052	8706	0.2394380315599518	1.0
196	57091	0.3098781927513705	1.0
867	91748	0.48288767747923755	1.0
657	572	0.31192252292939937	1.0
657	571	0.2458430937011986	1.0
1051	55435	0.25058766265134746	1.0
196	57095	0.4929053434069042	1.0
657	573	0.43983321246945817	1.0
1052	8704	0.2851234642514706	1.0
4435	51130	0.27541119879915765	1.0
468	404734	0.33856899776165106	1.0
602	411	0.26331002652564983	1.0
1051	645121	0.29821621190856007	1.0
4435	51134	0.23604334754568068	1.0
1820	92949	0.30649628794753436	1.0
4299	135152	0.2879203493887976	1.0
1386	79577	0.526813809102563	1.0
863	23436	0.2540888011793401	1.0
657	587	0.2733491173879674	1.0
1386	79575	0.4043337353129809	1.0
657	26586	0.22829001003270388	1.0
1386	79572	0.4207515099903839	1.0
367	57463	0.536872448121278	1.0
867	375748	0.5562455992461974	1.0
867	64149	0.23966591256753045	1.0
657	581	0.4310145338585384	1.0
165	254268	0.2565539833169496	1.0
657	580	0.40660256795353966	1.0
165	79868	0.3294035130884172	1.0
4299	57569	0.24285805372990676	1.0
657	582	0.3440551697247873	1.0
571	340485	0.5656299267366389	1.0
602	421	0.25372775298883976	1.0
1388	10776	0.26366205506049045	1.0
1386	114900	0.34626349147223	1.0
1386	114904	0.3088944341096673	1.0
1386	114905	0.27587250170291333	1.0
1386	79586	0.33823973315318295	1.0
867	375757	0.40832197171586915	1.0
468	22881	0.30045101018720155	1.0
1386	79587	0.3337589090551717	1.0
1386	283643	0.5906508597019675	1.0
657	599	0.2863537121830815	1.0
367	338657	0.30666619993100475	1.0
165	54518	0.22707074735762856	1.0
867	375759	0.28607330057428637	1.0
1051	200558	0.22762365592375922	1.0
1386	81892	0.5415599846464509	1.0
657	593	0.2545966605381924	1.0
657	596	0.2548969738509772	1.0
646	55286	0.32021416430328253	1.0
1051	9023	0.32252488780193467	1.0
867	54766	0.2768604343330603	1.0
1388	83605	0.2405270191143405	1.0
657	9236	0.23874519895791657	1.0
466	339453	0.29389071709675774	1.0
467	374977	0.26756747805934866	1.0
602	472	0.25172785677961357	1.0
367	388611	0.27361020965290717	1.0
196	60686	0.31635414741996115	1.0
657	51566	0.24059492894176815	1.0
867	8751	0.3018796509584023	1.0
867	552	0.4546033877620136	1.0
367	389941	0.28538084035501354	1.0
4435	1002	0.22882945350688733	1.0
165	54507	0.3604873123441813	1.0
865	285154	0.2470690023625055	1.0
602	79714	0.32644783515513653	1.0
429	388611	0.39863855542671356	1.0
1388	196528	0.3114164799497742	1.0
468	100191040	0.27129172054526113	1.0
1051	9031	0.25475475928521596	1.0
867	550	0.5122300129598234	1.0
867	8754	0.3024820526586618	1.0
1050	81037	0.36190620626785464	1.0
867	27154	0.3625662539324381	1.0
466	91687	0.4082727831555548	1.0
468	285598	0.3453705618355234	1.0
1386	91272	0.2927782578865097	1.0
