event_id	groupA	groupB	groupC	groupD	groupE	groupF	groupG	groupH	groupI	groupJ
CA-21917-15835-21402-21498-21844[INC][9/13]	1	0.9964285714285714	1	0.9964285714285714	0.9931832593532024	0.9971590909090908	0.9965277777777777	1	0.9972899728997291	0.9768421052631578
CA-21936-4708-4879-5082-5153[INC][13/2][DNT]	0.888888888888889	1	1	1	1	0.894736842105263	1	1	1	1
CA-21940-3555-5333-5513-5711[INC][12/5]	0.8587415508468141	0.9451940298507463	0.9215784964660527	0.9027609452044302	0.9274448232464186	0.9307771033314511	0.8877059792843691	0.857142857142857	0.884763418881066	0.8882105548772216
CA-21942-3106-8203-8271-12666[INC][1/48][UPT]	0.05714285714285715	0.088235294117647	0.04786324786324786	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.06552706552706547	0.07075324675324678	0	0.05882352941176466
CA-22088-32009-32227-32340-33226[INC][1/112][DNT]	0	0	0	0	0	0	0.009523809523809528	0	0	0
CA-22121-4537-4653-4755-5208[INC][4/1]	1	1	1	1	1	1	1	1	1	1
CA-22121-4755-4951-5037-5208[INC][1258/4]	1	0.977777777777778	0.972477064220184	0.972477064220184	1	0.98936170212766	1	1	0.987951807228916	1
CA-22121-4755-4918-5037-5208[INC][1/4]	1	0.958762886597938	0.946428571428571	0.952	1	0.979166666666667	1	1	0.976744186046512	1
CA-22171-3265-4918-4992-12439[INC][1/1][UPT]	1	1	1	1	1	1	1	1	1	1
CA-22171-4992-6670-6792-7985[INC][3/60]	0	0	0	0	0	0	0	0	0	0
CA-22171-4992-7985-8160-12439[INC][38/1]	1	0.925925925925926	1	1	0.96551724137931	1	1	1	0.96969696969697	1
CA-22171-4992-8087-8160-12439[INC][1/1]	1	0.888888888888889	1	1	0.939393939393939	1	1	1	0.942857142857143	1
CA-22177-3863-4220-4287-4844[INC][1/41]	0.032258064516129	0	0	0	0	0	0	0	0	0
CA-22195-28081-44316-44503-50210[INC][273/2]	1	1	1	1	1	0.866666666666667	1	1	0.9714285714285713	1
CA-22196-3990-4545-4773-7831[INC][8/341][UPT]	0.0769230769230769	0	0	0	0	0	0	0.025641025641025633	0.0769230769230769	0
CA-22200-17117-17394-17550-18786[INC][34/2]	1	0.9897354497354497	1	0.9904761904761905	0.9874133205146564	0.9897272727272727	0.9972222222222221	1	0.9975609756097562	0.9814736842105262
CA-22210-5649-8067-8093-11983[INC][219/1]	1	1	1	1	1	1	1	1	1	0.9824561403508771
CA-22210-5649-8072-8093-11983[INC][2/1]	1	0.9952380952380953	1	1	1	1	1	1	1	0.9824561403508771
CA-22210-14855-16479-16561-16656[INC][1/203][DNT]	0	0	0	0	0	0	0	0	0	0
CA-22218-18377-29240-29318-31345[INC][127/1]	1	1	1	1	1	1	1	1	1	1
CA-22218-18377-20966-21063-29240[INC][3/131]	0	0	0	0.0082644628099173	0	0.0112359550561798	0.0093457943925233	0	0	0
CA-22218-29318-31345-31417-33566[INC][133/1][DNT]	1	1	1	1	1	1	0.952380952380952	0.945945945945946	1	1
CA-22230-6068-6558-6723-8609[INC][1/126]	0	0	0	0	0	0	0	0	0	0
CA-22230-6068-8609-8731-11745[INC][83/1]	1	1	1	1	1	1	1	1	1	1
CA-22334-3107-3290-3349-4323[INC][336/2][UPT]	1	0.9952380952380951	1	1	1	1	1	1	1	1
CA-22335-13230-14678-14731-16246[INC][205/2]	1	1	1	1	1	1	1	1	1	1
CA-223433-26498-27279-27367-27471[INC][3/13][DNT]	0	0	0	0.025641025641025633	0	0	0.022727272727272724	0.111111111111111	0	0
CA-223527-4526-5580-5684-7327[INC][3/121]	0	0.0140845070422535	0.0112359550561798	0	0	0.010989010989011	0	0.012987012987013	0	0
CA-223601-92519-106766-106849-113321[INC][36/2]	1	0.9959183673469386	1	1	0.9978070175438596	1	1	1	1	1
CA-223601-92519-105781-105864-106766[INC][2/37]	0.01515151515151515	0.022727272727272724	0	0	0.019230769230769225	0	0	0.0909090909090909	0	0
CA-223696-3141-3305-3424-4029[INC][153/4][UPT]	1	1	1	1	1	1	1	1	1	1
CA-22428-5170-6413-6526-14217[INC][4/129]	0	0	0	0	0	0.1	0	0.04	0	0.111111111111111
CA-22428-5170-6472-6526-14217[INC][1/129]	0	0	0	0	0	0.1	0	0.04	0	0.111111111111111
CA-22428-5170-6410-6526-14217[INC][1/129]	0	0	0	0	0	0.0526315789473684	0	0.04	0	0.0588235294117647
CA-22428-5170-12410-12593-14217[INC][1/129]	0	0.0769230769230769	0.6611692239100281	0	0.0588235294117647	0.0526315789473684	0	0	0	0
CA-22428-19001-19398-19508-20669[INC][1/99][DNT]	0	0	0	0	0	0	0	0	0	0
CA-225027-5044-5224-5684-5918[INC][5/101]	0.0909090909090909	0.0833333333333333	0.0810810810810811	0.155172413793103	0.14018691588785	0.107438016528926	0.128205128205128	0.0731707317073171	0.145299145299145	0.0967741935483871
CA-225027-7615-8101-8137-8703[INC][138/20][DNT]	0.862595419847328	0.879310344827586	0.894736842105263	0.882352941176471	0.858267716535433	0.908256880733945	0.898989898989899	0.902912621359223	0.888888888888889	0.859375
CA-225825-12215-12600-12939-52558[INC][8/5]	1	0.925925925925926	0.822222222222222	0.931034482758621	0.875	1	1	0.951219512195122	0.870967741935484	0.939393939393939
CA-225825-12939-37096-37238-52558[INC][1/9]	0	0	0	0	0	0.0434782608695652	0	0	0.0588235294117647	0
CA-22608-12405-14643-14733-15065[INC][286/5]	1	1	1	1	1	1	1	1	1	0.9849624060150376
CA-22627-3205-21994-22194-25687[INC][697/1][UPT]	1	1	1	1	1	1	1	1	1	1
CA-22627-3205-22014-22194-25687[INC][1/1][UPT]	1	1	1	1	1	1	1	1	1	1
CA-22630-24155-25376-25472-29021[INC][179/1][DNT]	1	1	1	1	1	1	0.904761904761905	1	1	1
CA-226422-6585-7790-7912-8189[INC][19/2][DNT]	1	1	0.9894736842105264	1	1	1	1	1	1	0.9767991407089152
CA-226562-3232-12194-12337-18687[INC][1/85][UPT]	0	0	0	0	0	0	0.009523809523809528	0.0033222591362126286	0.005714285714285714	0
CA-226646-13756-14782-14840-15025[INC][223/5][DNT]	0.6487929140190621	1	0.866666666666667	1	0.9	1	1	1	0.789473684210526	1
CA-226757-33675-34330-34513-37147[INC][2/97][DNT]	0.6487929140190621	0.0909090909090909	0	0.047619047619047665	0.0666666666666667	0	0.0909090909090909	0.019230769230769225	0	0
CA-22680-9052-9495-9543-11052[INC][90/3]	1	1	1	1	0.882352941176471	1	1	1	0.9642857142857142	1
CA-22680-11714-12805-12898-14007[INC][10/38]	0.185185185185185	0	0.176470588235294	0.0526315789473684	0.2	0.6610521835289601	0	0	0.0769230769230769	0.111111111111111
CA-227197-32703-33253-33337-35900[INC][1/209][DNT]	0	0	0	0	0	0	0	0	0	0
CA-227613-3579-3658-3769-4334[INC][472/1][DNT]	1	1	1	1	0.9973684210526315	1	1	1	1	1
CA-22791-26625-27439-27540-27692[INC][32/1]	1	0.9964285714285713	0.9924812030075189	1	1	0.9971590909090908	1	1	1	0.9796992481203007
CA-228769-8820-9989-10072-14617[INC][48/2]	1	1	0.9912280701754387	1	1	1	1	1	1	0.9796992481203007
CA-228769-14803-23417-23471-24650[INC][30/1]	1	0.9959183673469388	1	1	1	0.9962121212121211	1	1	1	1
CA-229663-11667-21146-21345-22387[INC][91/4]	1	0.9971428571428571	0.9941520467836258	1	0.9985380116959064	0.9977272727272727	1	1	1	0.9837593984962407
CA-229663-11667-19029-19176-21146[INC][1/239]	4.357298474945444e-4	0.00909090909090909	0	0	0.010989010989010986	0	0	0.012684989429175477	0.004816053511705678	8.110300081103e-4
CA-229663-22497-22895-22988-23599[INC][29/82]	0.00117340686274509	0	3.5842293906810003e-4	0	5.271481286241429e-4	0.0020408163265306168	0.007058823529411759	0.00273710402909369	0.0046688963210702195	8.110300081103e-4
CA-230075-3211-4623-4716-9514[INC][209/1][UPT]	1	0.971014492753623	0.98780487804878	0.986666666666667	0.984732824427481	0.987730061349693	0.985611510791367	0.985401459854015	1	1
CA-230584-33829-39051-39176-48244[INC][44/2][DNT]	1	1	0.9894736842105264	1	1	1	1	1	1	0.9767991407089152
CA-230596-3352-3564-3673-5248[INC][1/84][UPT]	0	0	0	0	0	0	0	0	0	0
CA-230598-58844-60454-60502-60777[INC][61/1]	1	0.9968253968253968	0.9941520467836258	1	0.9985380116959064	0.9974747474747474	1	1	1	0.9819548872180452
CA-231889-5171-7502-7625-9046[INC][126/4]	1	1	1	1	1	1	1	1	1	1
CA-231932-3081-7517-7604-7828[INC][1/9][UPT][DNT]	0	0	0.0666666666666667	0	0.032258064516129	0.0588235294117647	0	0	0	0
CA-232210-3720-5687-5792-6863[INC][1/71]	0	0	0	0	0	0	0.009523809523809528	0.0033222591362126286	0.005714285714285714	0
CA-232449-31487-45177-45306-78616[INC][40/1]	1	0.9964285714285714	0.993421052631579	1	0.9985380116959064	0.9971590909090908	1	1	1	0.9796992481203007
CA-232910-3095-7775-7925-11817[INC][84/1][UPT]	1	1	1	1	1	1	1	1	1	1
CA-232910-7925-8147-8237-11817[INC][1/114]	0	0	0	0	0	0	0	0	0	0
CA-233065-6955-7720-7846-8166[INC][1/47][DNT]	0	0	0	0	0	0	0.008333333333333337	0	0	0
CA-233073-3657-3742-3792-3863[INC][113/1]	1	0.9952380952380951	1	1	1	1	1	1	1	1
CA-233073-3657-3742-3762-3863[INC][1/1]	1	0.9959183673469386	1	1	0.9978070175438596	1	1	1	1	1
CA-233073-3962-4134-4268-4755[INC][7/3][DNT]	0.9629629629629629	0.9733333333333334	1	1	1	0.9649122807017543	1	1	1	0.857142857142857
CA-234664-7582-9420-9451-10188[INC][63/1]	1	0.9964285714285714	1	1	0.9985380116959064	0.9971590909090908	1	1	1	0.9868421052631579
CA-234664-9451-10188-10260-10475[INC][44/5]	1	0.9959183673469386	1	1	1	1	1	1	1	1
CA-235442-3196-33197-33338-59222[INC][1/58][UPT]	0	0	0	0	0	0.0526315789473684	0	0	0.0526315789473684	0
CA-235459-3112-5373-5466-5742[INC][1/81][UPT]	0	0	0	0	0	0.1	0	0	0	0
CA-235459-3112-4743-4942-5742[INC][2/81][UPT]	0	0	0	0	0	0	0	0	0	0
CA-235459-5861-6218-6388-7269[INC][3/96]	0	0.0232558139534884	0	0	0.0204081632653061	0.0952380952380952	0	0.0285714285714286	0.0163934426229508	0.0175438596491228
CA-235459-7374-9130-9269-9839[INC][3/77]	0	0.0212765957446809	0.0140845070422535	0.0212765957446809	0	0.0126582278481013	0	0	0	0.0196078431372549
CA-235459-7374-7523-7642-9839[INC][1/77]	0.032258064516129	0.0980392156862745	0.0410958904109589	0.115384615384615	0.0612244897959184	0.0714285714285714	0.0303030303030303	0.0689655172413793	0.1	0.12280701754386
CA-235459-7374-9839-9966-12887[INC][53/8][DNT]	1	1	0.972222222222222	0.934426229508197	1	1	1	0.929824561403509	0.956521739130435	0.962962962962963
CA-235459-7642-9130-9269-9839[INC][1/4]	0.04103896103896104	0.03809523809523811	0.04444444444444446	0.0769230769230769	0.04818181818181818	0.06818181818181818	0.07060347060347057	0.08761904761904767	0	0.142857142857143
CA-23825-3078-3689-3828-4487[INC][144/6][UPT]	0.931623931623932	1	0.977011494252874	0.927927927927928	0.981132075471698	0.931623931623932	0.968	0.964912280701754	0.933884297520661	0.97979797979798
CA-23837-78060-85298-85431-88523[INC][1/113][DNT]	0.0476190476190476	0	0	0	0	0.0666666666666667	0.0526315789473684	0	0.0666666666666667	0
CA-23873-3140-7542-7599-8728[INC][6/28][UPT]	0	0	0	0	0	0	0.009523809523809528	0.0033222591362126286	0.005714285714285714	0
CA-23874-13654-15541-15657-19212[INC][165/1]	0.9981249999999999	0.9961519961519962	0.9926943084455325	0.9987654320987654	1	0.9766152650768034	0.9973856209150327	0.9909090909090909	1	0.9722930514692529
CA-23894-9539-12566-12672-14307[INC][23/1]	1	0.9897354497354497	1	0.9904761904761905	0.9874133205146564	0.9897272727272727	0.9972222222222221	1	0.9975609756097562	0.9814736842105262
CA-23900-3151-4212-4236-4635[INC][12/3][UPT]	0.984	1	0.966386554621849	1	0.984251968503937	0.986928104575163	0.985294117647059	1	1	0.986928104575163
CA-23924-18566-20556-20737-25776[INC][21/1]	1	0.9968253968253968	0.9927366186166052	0.9956799214531173	0.9927088640537203	0.9974747474747474	0.9956651407962269	1	0.9975609756097562	0.9730659983291561
CA-100072-3144-28885-28955-34232[INC][98/5][UPT][DNT]	1	1	1	1	0.9978070175438596	1	1	1	1	0.9849624060150376
CA-100503572-3211-4048-4162-15422[INC][6/1][UPT]	1	1	1	1	1	1	1	1	1	1
CA-100503572-4162-14057-14137-15422[INC][2/51]	0.0909090909090909	0.0769230769230769	0.037037037037037	0.142857142857143	0	0	0.0434782608695652	0	0	0.0344827586206897
CA-100678-11232-13312-13424-18621[INC][1/72]	4.901960784313625e-4	0.01871657754010695	0	0	0.023504273504273487	0	0.009615384615384612	0.02017027598422947	0.007224080267558517	0.014560051439024824
CA-23991-3107-5192-5301-7068[INC][3/7][UPT]	1	1	1	1	1	0.882352941176471	1	1	0.9714285714285713	1
CA-23991-3107-3238-3273-5192[INC][114/3][UPT]	1	1	1	1	0.888888888888889	0.875	1	1	1	1
CA-23991-3273-4626-4692-5192[INC][1/126]	0	0	0	0	0	0	0.009523809523809528	0	0	0
CA-240041-4888-8282-8403-8573[INC][10/12]	0.01818181818181818	0	0	0	0	0.019607843137254898	0	0.0769230769230769	0	0
CA-24017-31317-35974-36055-46317[INC][139/1]	1	0.9968253968253968	0.9941520467836258	1	0.9985380116959064	0.9974747474747474	1	1	1	0.9819548872180452
CA-24045-6404-6690-6792-7441[INC][26/1]	0.9981249999999999	0.996151996151996	0.9920906237845638	0.997619956726486	0.9975281411621539	0.9968172852788236	0.9961371814643462	1	1	0.9819548872180452
CA-24061-34541-45351-45508-45930[INC][20/1]	1	0.9968253968253968	0.9927366186166052	0.9988545246277205	0.9975281411621539	0.9974747474747474	0.9987515605493135	1	1	0.9819548872180452
CA-243655-7949-8860-8961-10297[INC][8/1][DNT]	0	0.0202020202020202	0	0	0.019230769230769225	0	0.0101010101010101	0.014270613107822412	0.005714285714285714	0
CA-245474-6094-7176-7241-7579[INC][55/2]	1	0.9971428571428571	0.9941520467836258	1	0.9985380116959064	0.9977272727272727	1	1	1	0.9837593984962407
CA-245841-4082-4165-4259-5693[INC][54/3]	1	1	1	1	1	1	1	0.916666666666667	1	1
CA-26413-55170-55288-55342-57932[INC][1/101]	0	0	0	0	0	0	0.011111111111111115	0	0	0
CA-26425-10748-11318-11409-12036[INC][41/2]	1	1	0.875	0.882352941176471	1	1	0.857142857142857	1	1	1
CA-26425-12742-12933-13048-13884[INC][1/40]	0	0	0	0	0	0	0	0	0	0
CA-26428-42849-42934-43002-46668[INC][41/1][DNT]	1	1	1	0.9	1	1	1	1	1	1
CA-26429-5408-5778-5891-6733[INC][1/74]	0	0	0	0	0	0	0.008333333333333337	0.002583979328165378	0.005	0
CA-26441-3045-3485-3570-4223[INC][4/173][UPT]	0	0	0	0	0	0	0	0	0	0
CA-26445-3203-9479-9602-12386[INC][162/1][UPT]	1	0.979057591623037	1	0.979166666666667	1	1	1	0.981395348837209	1	1
CA-26445-12457-25112-25255-31415[INC][1/171]	0	0	0	0	0	0	0	0	0	0
CA-26446-6472-10668-10846-12003[INC][89/1]	1	0.914893617021277	1	1	1	1	0.964285714285714	0.962264150943396	0.964285714285714	1
CA-26572-5877-7323-7404-9623[INC][2/141]	0	0	0	0	0	0	0	0	0	0
CA-26572-9736-9834-9884-12528[INC][110/1]	1	1	1	1	1	1	1	1	1	1
CA-26572-9884-12460-12621-14742[INC][5/1]	1	1	0.9912280701754387	1	1	0.9967532467532466	1	1	1	0.9796992481203007
CA-26572-9884-12528-12621-14742[INC][98/1]	1	1	1	1	1	0.84	1	1	1	1
CA-267019-4363-9129-9215-9954[INC][847/1][DNT]	0.939393939393939	0.944444444444444	0.933333333333333	0.875	1	0.857142857142857	1	1	1	0.857142857142857
CA-268490-22897-23620-23713-24089[INC][1/38][DNT]	0	0	0	0	0	0	0	0	0	0
CA-268697-4030-5839-6022-7703[INC][72/8]	1	0.9964285714285713	0.9924812030075189	1	1	0.9971590909090908	1	1	1	0.9796992481203007
CA-26886-6174-7196-7245-7630[INC][32/1]	1	0.9959183673469388	1	1	1	0.9967532467532466	1	1	1	1
CA-26891-3242-12665-12745-13230[INC][183/10][UPT]	1	1	1	1	0.9978070175438596	1	1	1	1	1
CA-26891-3242-8702-8769-12665[INC][1/184][UPT]	0	0	0	0	0	0	0	0	0	0
CA-26931-78512-99896-100007-101416[INC][84/1]	1	1	1	1	1	1	1	0.882352941176471	1	1
CA-26965-46065-48220-48274-49844[INC][1/63]	4.901960784313625e-4	0	0	0	0	0	0	0.0023255813953488398	0.0054180602006688875	9.124087591240875e-4
CA-26987-3106-3432-3582-8667[INC][1/90][UPT]	0.12659932659932652	0.285714285714286	0	0.125	0.13368983957219244	0.125	0.03846153846153845	0.08395604395604399	0.0555555555555555	0
CA-272158-8926-12073-12102-18342[INC][1/75][DNT]	0	0	0	0	0	0	0	0	0	0
CA-272551-3351-4525-4620-5883[INC][1/65]	0	0	0	0	0	0	0.009523809523809528	0.007183262997216486	0.005714285714285714	0.0053763440860215
CA-27366-3546-4312-4432-6264[INC][4/234]	0	0	0	0	0	0	0.009523809523809528	0	0	0
CA-27366-3546-6264-6333-7615[INC][191/1][DNT]	1	0.9959183673469386	0.9912280701754387	0.9959183673469386	0.9931153184165232	1	0.996031746031746	1	0.9969512195121951	0.9653705692803437
CA-27366-3546-6264-6333-14906[INC][12/87]	0.0344827586206897	0.217391304347826	0.185185185185185	0.259259259259259	0.19047619047619	0.12	0.105263157894737	0.259259259259259	0.130434782608696	0.111111111111111
CA-27369-3222-13171-13284-19361[INC][39/4][UPT]	1	0.9897354497354497	1	0.9904761904761905	0.9874133205146564	0.9897272727272727	0.9972222222222221	1	0.9975609756097562	0.9814736842105262
CA-27369-22986-28507-28623-29533[INC][9/1][DNT]	1	0.9968253968253968	0.9941520467836258	1	0.9985380116959064	0.9974747474747474	1	1	1	0.9819548872180452
CA-27369-22986-28131-28192-28507[INC][2/32]	0.012987012987012986	0	0	0	0	0	0	0	0.0909090909090909	0
CA-27369-28623-29027-29127-29533[INC][19/13][DNT]	1	0.9968253968253968	0.9927366186166052	0.9956799214531173	0.9927088640537203	0.9974747474747474	0.9956651407962269	1	0.9975609756097562	0.9730659983291561
CA-27395-3154-4621-4776-5993[INC][95/6][UPT]	1	1	1	1	1	1	1	1	1	1
CA-27418-100944-104059-104114-111797[INC][75/1][DNT]	1	0.9968253968253968	1	1	0.9983552631578947	0.9971590909090908	1	1	1	1
CA-27643-3133-3290-3396-3639[INC][115/10][UPT]	1	0.851851851851852	0.857142857142857	1	1	0.944444444444444	0.916666666666667	1	0.904761904761905	0.923076923076923
CA-276770-3796-4536-4618-5622[INC][1/445][UPT]	0.0123456790123457	0.0309278350515464	0.027027027027027	0.0126582278481013	0	0.075	0.0526315789473684	0.0126582278481013	0.0103092783505155	0.0555555555555556
CA-276770-3796-5480-5510-5622[INC][2/445][UPT]	0	0	0.027027027027027	0	0.0222222222222222	0	0	0	0	0
CA-276770-3796-4524-4618-5622[INC][16/445][UPT]	0.024390243902439	0.0408163265306122	0.0649350649350649	0.025	0	0.0864197530864197	0.0649350649350649	0.025	0.0204081632653061	0.0933333333333333
CA-27681-13386-14363-14438-15278[INC][67/8][DNT]	0.99765625	0.9956709956709956	0.997349599001206	0.9969399443626248	0.9969101764526924	0.9959079382156304	0.9950335190255878	1	1	1
CA-27756-3232-3766-3834-6255[INC][64/3][UPT]	1	0.928571428571429	1	1	0.909090909090909	1	1	0.909090909090909	1	1
CA-27756-3834-6126-6155-6255[INC][3/108]	0	0	0	0	0	0	0	0	0	0
CA-27784-3105-5677-5833-8309[INC][63/1][UPT]	1	0.9968253968253968	0.993421052631579	1	0.9985380116959064	0.9974747474747474	1	1	1	0.9819548872180452
CA-27784-5833-6329-6429-8309[INC][7/75]	0.0666666666666667	0.03921568627450978	0.06445449974861737	0.0909090909090909	0.0496969696969697	0.0381578947368421	0.0769230769230769	0.06617826617826617	0.12854700854700848	0.06386554621848739
CA-27981-4808-5152-5197-6110[INC][2/50]	0	0	0	0	0.0526315789473684	0	0	0	0	0.142857142857143
CA-27999-19809-29473-29503-30403[INC][80/1]	1	0.9968253968253968	0.9918286959436808	0.9956799214531173	0.9908860800671504	1	0.9956651407962269	1	0.9972899728997291	0.9730659983291561
CA-27999-36792-37702-37753-40063[INC][45/1]	1	0.9897354497354497	1	0.9904761904761905	0.9874133205146564	0.9897272727272727	0.9972222222222221	1	0.9975609756097562	0.9814736842105262
CA-28084-4254-5266-5355-6135[INC][145/3]	1	1	1	1	0.935483870967742	0.866666666666667	1	0.902439024390244	0.902439024390244	0.931034482758621
CA-30059-3127-3578-3693-5769[INC][65/2][UPT][DNT]	1	0.9959183673469386	1	1	0.9978070175438596	1	1	1	1	1
CA-30877-3161-4223-4282-4676[INC][100/4][UPT]	0.857142857142857	1	1	0.857142857142857	1	1	1	0.875	1	1
CA-30877-4282-4676-4814-4922[INC][98/4]	1	0.9964285714285714	0.993421052631579	1	0.9985380116959064	0.9971590909090908	1	1	1	0.9796992481203007
CA-30926-13440-20805-20894-21049[INC][9/170]	0.00117340686274509	0	3.982477100756667e-4	0	6.150061500615e-4	0.00244897959183674	0.007843137254901954	0.0030412266989929887	0.005187662578966911	9.124087591240875e-4
CA-30954-3257-5010-5205-5997[INC][86/12][UPT]	0.666666666666667	0.846153846153846	0.769230769230769	0.909090909090909	0.862068965517241	0.933333333333333	0.875	0.923076923076923	0.866666666666667	0.833333333333333
CA-30960-24265-29389-29512-33802[INC][3/79]	0	0	0	0	0	0	0	0	0	0
CA-319195-3767-3873-3914-4189[INC][728/10][UPT]	0.07519798299940145	0.05731345315904137	0.0769230769230769	0.04397718935503228	0.08830321429808913	0.0879728725197845	0.06345390720390713	0.04396013147806543	0.10236299648064354	0.06638006732883395
CA-320191-87294-89693-89797-90194[INC][1/15][DNT]	4.357298474945444e-4	0.00909090909090909	0	0	0.010989010989010986	0	0	0.012684989429175477	0.004816053511705678	8.110300081103e-4
CA-327959-4834-6037-6233-7935[INC][7/3]	0.875	0.642857142857143	0.904761904761905	0.612903225806452	0.851851851851852	0.84	0.666666666666667	0.68	0.703703703703704	0.636363636363636
CA-327959-4834-7935-8024-9978[INC][3/2]	0.612903225806452	0.612903225806452	0.8087406331393581	0.611111111111111	0.8	0.7742468415937803	0.411764705882353	0.652173913043478	0.692307692307692	0.7230585537650753
CA-338467-15206-15832-15928-16019[INC][2/25]	0	0	0	0	0	0.0909090909090909	0	0	0	0
CA-380773-3131-6668-6711-8397[INC][2/5][UPT]	0.966666666666667	0.909090909090909	0.958333333333333	0.928571428571429	1	0.924528301886792	1	0.962962962962963	0.846153846153846	0.970588235294118
CA-380773-3131-6668-6727-8397[INC][143/5][UPT]	0.983050847457627	0.952	0.979381443298969	0.96039603960396	1	0.966101694915254	1	0.981651376146789	0.922330097087379	0.985074626865672
CA-380773-3131-6668-6703-8397[INC][1/5][UPT]	0.966666666666667	0.909090909090909	0.958333333333333	0.928571428571429	1	0.924528301886792	1	0.962962962962963	0.846153846153846	0.970588235294118
CA-381038-7770-11960-12065-17410[INC][2/4]	0.9979166666666666	0.9956709956709956	0.9926943084455324	0.9986111111111111	1	0.9964194459386766	0.9970588235294118	1	1	0.9796992481203007
CA-381038-7770-11960-12009-17410[INC][67/4]	1	0.9959183673469386	0.9912280701754387	1	1	1	1	1	1	0.9767991407089152
CA-381045-3478-16357-16504-21241[INC][2/1][UPT]	0.9979166666666666	0.9965367965367964	0.997938577000938	0.997619956726486	0.9972534901801711	0.9968172852788236	0.9961371814643462	1	1	1
CA-381045-3478-14031-14157-16357[INC][52/2][UPT]	1	1	1	1	1	1	1	1	1	1
CA-381629-6629-6822-6894-7123[INC][76/1]	1	1	1	1	1	1	1	1	1	1
CA-414077-3316-3814-3912-3983[INC][86/1][DNT]	1	1	1	1	1	1	1	1	1	1
CA-433375-3359-3821-3975-9033[INC][2/125][UPT]	0	0	0	0	0	0	0.009523809523809528	0	0	0
CA-433904-5820-9439-9536-12319[INC][50/1]	1	0.9964285714285713	0.9924812030075189	1	0.9981203007518796	1	1	1	1	0.9796992481203007
CA-433904-13977-15241-15359-17792[INC][27/5][DNT]	1	1	1	1	0.875	1	1	1	0.9642857142857142	1
CA-50783-6366-7547-7628-7723[INC][1/2]	0.935483870967742	1	1	1	1	1	0.916666666666667	1	0.935483870967742	1
CA-50783-6366-7547-7646-7723[INC][136/2]	0.971014492753623	1	1	1	1	1	0.966101694915254	1	0.972602739726027	1
CA-50911-3146-3429-3524-4200[INC][59/1][UPT]	1	0.9964285714285714	1	1	0.9983552631578947	0.9967532467532466	1	1	1	1
CA-50911-3524-4200-4320-4434[INC][54/2]	1	0.9959183673469388	1	1	1	0.9967532467532466	1	1	1	0.9868421052631579
CA-50926-5361-5571-5742-6027[INC][74/1]	1	1	1	1	1	1	1	1	1	1
CA-50926-6119-6483-6588-7238[INC][30/91][DNT]	0.1875	0.257142857142857	0.157894736842105	0.0810810810810811	0.04545454545454545	0.16720779220779228	0.6473884856113654	0.307692307692308	0.214285714285714	0.103448275862069
CA-50927-8185-11971-12082-16541[INC][214/1]	1	1	1	1	0.9973684210526315	1	1	1	1	1
CA-50927-12082-16541-16622-18870[INC][195/3]	1	1	1	1	1	1	1	1	1	1
CA-50927-16622-18870-18980-25188[INC][39/1]	1	1	1	1	0.9978070175438596	1	1	1	1	1
CA-50927-18980-19574-20549-25188[INC][2/48]	0	0	0	0	0	0	0	0	0	0
CA-50995-28792-29677-29727-30063[INC][2/61][DNT]	0.00117340686274509	0	3.982477100756667e-4	0	6.150061500615e-4	0.00244897959183674	0.007843137254901954	0.0030412266989929887	0.005187662578966911	9.124087591240875e-4
CA-51796-9480-10737-11019-11545[INC][1/98]	0	0	0	0	0	0	0.009523809523809528	0	0	0
CA-51796-9480-9769-9899-11545[INC][2/98]	0.03333333333333335	0	0	0.0909090909090909	0.0666666666666667	0.0526315789473684	0.025641025641025633	0.111111111111111	0.2	0
CA-51798-8950-9051-9123-9379[INC][85/1]	0.911111111111111	1	1	1	1	0.96	1	1	1	1
CA-51813-5801-7515-7600-7786[INC][62/4]	1	1	1	1	0.9803921568627452	0.888888888888889	1	1	0.857142857142857	1
CA-51944-3490-6861-6988-7832[INC][83/1]	0.9022551092318535	0.9439520659600447	0.9492410478537481	0.905816959087987	0.9455350235451988	0.9574583456571033	0.9752286585365854	0.9590848806366047	0.857142857142857	0.9637133699633699
CA-52033-6379-9020-9114-10055[INC][62/2]	1	1	0.9894736842105264	1	0.9978070175438596	1	1	1	1	0.9767991407089152
CA-52245-3263-3911-3994-4469[INC][73/9]	1	0.9	1	0.92	1	1	1	0.941176470588235	1	1
CA-52398-3141-47981-48081-48992[INC][2/119][UPT]	0	0	0	0	0	0	0.009523809523809528	0	0	0
CA-52398-3141-47981-48140-48992[INC][3/119][UPT]	0	0	0	0	0	0	0.009523809523809528	0	0	0
CA-52440-16573-18552-18740-22462[INC][80/3]	1	1	1	1	0.9981203007518796	0.9967532467532466	1	1	1	1
CA-52440-18740-22462-22621-26121[INC][51/1]	1	1	0.9912280701754387	0.9959183673469386	0.9931153184165232	0.9967532467532466	0.996031746031746	1	0.9969512195121951	0.9696992481203007
CA-52443-28007-36482-36535-39707[INC][15/1][UPT]	1	0.9959183673469388	1	1	0.9981203007518796	0.9962121212121211	1	1	1	1
